adm0_name,phase3,phase4,phase5,phase35,chtype,exercise_label,exercise_year
Burkina Faso,15991,0,0,15991,current,Jan-May,2021
Burkina Faso,4236,0,0,4236,current,Jan-May,2021
Burkina Faso,6975,0,0,6975,current,Jan-May,2021
Burkina Faso,48500,0,0,48500,current,Jan-May,2021
Burkina Faso,218512,26221,0,244733,current,Jan-May,2021
Burkina Faso,7627,0,0,7627,current,Jan-May,2021
Burkina Faso,12602,0,0,12602,current,Jan-May,2021
Burkina Faso,7326,0,0,7326,current,Jan-May,2021
Burkina Faso,30144,0,0,30144,current,Jan-May,2021
Burkina Faso,8292,0,0,8292,current,Jan-May,2021
Burkina Faso,7091,0,0,7091,current,Jan-May,2021
Burkina Faso,45283,0,0,45283,current,Jan-May,2021
Burkina Faso,13406,0,0,13406,current,Jan-May,2021
Burkina Faso,1900,0,0,1900,current,Jan-May,2021
Burkina Faso,7804,0,0,7804,current,Jan-May,2021
Burkina Faso,26816,0,0,26816,current,Jan-May,2021
Burkina Faso,71185,0,0,71185,current,Jan-May,2021
Burkina Faso,125534,25107,0,150641,current,Jan-May,2021
Burkina Faso,81450,5430,0,86881,current,Jan-May,2021
Burkina Faso,253341,28149,0,281490,current,Jan-May,2021
Burkina Faso,73016,0,0,73016,current,Jan-May,2021
Burkina Faso,12444,0,0,12444,current,Jan-May,2021
Burkina Faso,7140,0,0,7140,current,Jan-May,2021
Burkina Faso,5121,0,0,5121,current,Jan-May,2021
Burkina Faso,8925,0,0,8925,current,Jan-May,2021
Burkina Faso,10362,0,0,10362,current,Jan-May,2021
Burkina Faso,6610,0,0,6610,current,Jan-May,2021
Burkina Faso,128519,0,0,128519,current,Jan-May,2021
Burkina Faso,78769,0,0,78769,current,Jan-May,2021
Burkina Faso,55589,0,0,55589,current,Jan-May,2021
Burkina Faso,16779,11186,0,27965,current,Jan-May,2021
Burkina Faso,12467,0,0,12467,current,Jan-May,2021
Burkina Faso,76931,0,0,76931,current,Jan-May,2021
Burkina Faso,52490,10498,0,62988,current,Jan-May,2021
Burkina Faso,10209,0,0,10209,current,Jan-May,2021
Burkina Faso,11519,0,0,11519,current,Jan-May,2021
Burkina Faso,16661,0,0,16661,current,Jan-May,2021
Burkina Faso,41887,16755,0,58642,current,Jan-May,2021
Burkina Faso,81345,21407,0,102752,current,Jan-May,2021
Burkina Faso,123281,30820,0,154102,current,Jan-May,2021
Burkina Faso,41187,1791,0,42978,current,Jan-May,2021
Burkina Faso,3255,0,0,3255,current,Jan-May,2021
Burkina Faso,8451,0,0,8451,current,Jan-May,2021
Burkina Faso,3143,0,0,3143,current,Jan-May,2021
Burkina Faso,18841,0,0,18841,current,Jan-May,2021
Mali,1870,0,0,1870,current,Jan-May,2021
Mali,2316,0,0,2316,current,Jan-May,2021
Mali,8850,0,0,8850,current,Jan-May,2021
Mali,9733,0,0,9733,current,Jan-May,2021
Mali,6825,0,0,6825,current,Jan-May,2021
Mali,6005,0,0,6005,current,Jan-May,2021
Mali,44101,3835,0,47936,current,Jan-May,2021
Mali,38890,1691,0,40581,current,Jan-May,2021
Mali,45250,0,0,45250,current,Jan-May,2021
Mali,16618,2374,0,18992,current,Jan-May,2021
Mali,10186,0,0,10186,current,Jan-May,2021
Mali,6155,0,0,6155,current,Jan-May,2021
Mali,7457,0,0,7457,current,Jan-May,2021
Mali,2863,0,0,2863,current,Jan-May,2021
Mali,12570,0,0,12570,current,Jan-May,2021
Mali,16633,0,0,16633,current,Jan-May,2021
Mali,2565,0,0,2565,current,Jan-May,2021
Mali,1945,0,0,1945,current,Jan-May,2021
Mali,973,0,0,973,current,Jan-May,2021
Mali,696,0,0,696,current,Jan-May,2021
Mali,699,0,0,699,current,Jan-May,2021
Mali,5551,0,0,5551,current,Jan-May,2021
Mali,7105,0,0,7105,current,Jan-May,2021
Mali,1459,0,0,1459,current,Jan-May,2021
Mali,13903,0,0,13903,current,Jan-May,2021
Mali,6757,0,0,6757,current,Jan-May,2021
Mali,6121,0,0,6121,current,Jan-May,2021
Mali,14061,0,0,14061,current,Jan-May,2021
Mali,109318,9110,0,118428,current,Jan-May,2021
Mali,88493,7695,0,96188,current,Jan-May,2021
Mali,9086,0,0,9086,current,Jan-May,2021
Mali,46589,0,0,46589,current,Jan-May,2021
Mali,32373,0,0,32373,current,Jan-May,2021
Mali,71991,5142,0,77133,current,Jan-May,2021
Mali,21443,0,0,21443,current,Jan-May,2021
Mali,16572,0,0,16572,current,Jan-May,2021
Mali,7885,0,0,7885,current,Jan-May,2021
Mali,0,0,0,0,current,Jan-May,2021
Mali,0,0,0,0,current,Jan-May,2021
Mali,10292,0,0,10292,current,Jan-May,2021
Mali,15906,0,0,15906,current,Jan-May,2021
Mali,4848,0,0,4848,current,Jan-May,2021
Mali,10115,0,0,10115,current,Jan-May,2021
Mali,6427,0,0,6427,current,Jan-May,2021
Mali,0,0,0,0,current,Jan-May,2021
Mali,0,0,0,0,current,Jan-May,2021
Mali,0,0,0,0,current,Jan-May,2021
Mali,0,0,0,0,current,Jan-May,2021
Mali,0,0,0,0,current,Jan-May,2021
Mali,0,0,0,0,current,Jan-May,2021
Mali,6150,0,0,6150,current,Jan-May,2021
Mali,4781,0,0,4781,current,Jan-May,2021
Mali,35184,0,0,35184,current,Jan-May,2021
Mali,22588,0,0,22588,current,Jan-May,2021
Mali,10198,0,0,10198,current,Jan-May,2021
Mali,1175,0,0,1175,current,Jan-May,2021
Mali,7577,0,0,7577,current,Jan-May,2021
Niger,4197,0,0,4197,current,Jan-May,2021
Niger,12478,0,0,12478,current,Jan-May,2021
Niger,947,0,0,947,current,Jan-May,2021
Niger,3889,0,0,3889,current,Jan-May,2021
Niger,4111,0,0,4111,current,Jan-May,2021
Niger,15026,0,0,15026,current,Jan-May,2021
Niger,19253,2027,0,21280,current,Jan-May,2021
Niger,52731,10546,0,63277,current,Jan-May,2021
Niger,22575,6640,0,29215,current,Jan-May,2021
Niger,12171,0,0,12171,current,Jan-May,2021
Niger,1367,0,0,1367,current,Jan-May,2021
Niger,19379,1938,0,21317,current,Jan-May,2021
Niger,10571,0,0,10571,current,Jan-May,2021
Niger,1529,0,0,1529,current,Jan-May,2021
Niger,11207,0,0,11207,current,Jan-May,2021
Niger,14605,0,0,14605,current,Jan-May,2021
Niger,13743,0,0,13743,current,Jan-May,2021
Niger,2881,0,0,2881,current,Jan-May,2021
Niger,3650,0,0,3650,current,Jan-May,2021
Niger,14693,0,0,14693,current,Jan-May,2021
Niger,7534,0,0,7534,current,Jan-May,2021
Niger,10632,0,0,10632,current,Jan-May,2021
Niger,3012,0,0,3012,current,Jan-May,2021
Niger,27246,0,0,27246,current,Jan-May,2021
Niger,4625,0,0,4625,current,Jan-May,2021
Niger,30015,6003,0,36018,current,Jan-May,2021
Niger,99952,9087,0,109039,current,Jan-May,2021
Niger,2602,0,0,2602,current,Jan-May,2021
Niger,81149,15457,0,96606,current,Jan-May,2021
Niger,24081,0,0,24081,current,Jan-May,2021
Niger,14863,0,0,14863,current,Jan-May,2021
Niger,27181,0,0,27181,current,Jan-May,2021
Niger,35263,0,0,35263,current,Jan-May,2021
Niger,10941,0,0,10941,current,Jan-May,2021
Niger,4305,0,0,4305,current,Jan-May,2021
Niger,12255,0,0,12255,current,Jan-May,2021
Niger,13894,0,0,13894,current,Jan-May,2021
Niger,69568,37103,0,106671,current,Jan-May,2021
Niger,15011,0,0,15011,current,Jan-May,2021
Niger,6395,0,0,6395,current,Jan-May,2021
Niger,4616,0,0,4616,current,Jan-May,2021
Niger,18557,2651,0,21208,current,Jan-May,2021
Niger,1009,0,0,1009,current,Jan-May,2021
Niger,21957,0,0,21957,current,Jan-May,2021
Niger,5365,536,0,5901,current,Jan-May,2021
Niger,44349,0,0,44349,current,Jan-May,2021
Niger,15936,4781,0,20716,current,Jan-May,2021
Niger,4490,0,0,4490,current,Jan-May,2021
Niger,21513,0,0,21513,current,Jan-May,2021
Niger,18977,0,0,18977,current,Jan-May,2021
Niger,20646,0,0,20646,current,Jan-May,2021
Niger,11104,0,0,11104,current,Jan-May,2021
Niger,23574,0,0,23574,current,Jan-May,2021
Niger,52018,0,0,52018,current,Jan-May,2021
Niger,31103,0,0,31103,current,Jan-May,2021
Niger,54479,0,0,54479,current,Jan-May,2021
Niger,15591,0,0,15591,current,Jan-May,2021
Niger,37631,0,0,37631,current,Jan-May,2021
Niger,60340,0,0,60340,current,Jan-May,2021
Niger,16667,0,0,16667,current,Jan-May,2021
Niger,19410,0,0,19410,current,Jan-May,2021
Niger,8876,0,0,8876,current,Jan-May,2021
Niger,56129,5103,0,61232,current,Jan-May,2021
Niger,4125,0,0,4125,current,Jan-May,2021
Niger,17190,0,0,17190,current,Jan-May,2021
Niger,10089,0,0,10089,current,Jan-May,2021
Niger,23367,0,0,23367,current,Jan-May,2021
Niger,17072,0,0,17072,current,Jan-May,2021
Niger,16472,0,0,16472,current,Jan-May,2021
Niger,36174,0,0,36174,current,Jan-May,2021
Niger,24630,0,0,24630,current,Jan-May,2021
Niger,61179,0,0,61179,current,Jan-May,2021
Niger,3176,0,0,3176,current,Jan-May,2021
Nigeria,27924,0,0,27924,current,Jan-May,2021
Nigeria,49176,0,0,49176,current,Jan-May,2021
Nigeria,39900,0,0,39900,current,Jan-May,2021
Nigeria,29154,0,0,29154,current,Jan-May,2021
Nigeria,37010,0,0,37010,current,Jan-May,2021
Nigeria,46965,0,0,46965,current,Jan-May,2021
Nigeria,39720,0,0,39720,current,Jan-May,2021
Nigeria,26365,0,0,26365,current,Jan-May,2021
Nigeria,24378,0,0,24378,current,Jan-May,2021
Nigeria,42304,10576,0,52880,current,Jan-May,2021
Nigeria,5173,0,0,5173,current,Jan-May,2021
Nigeria,33483,0,0,33483,current,Jan-May,2021
Nigeria,43736,0,0,43736,current,Jan-May,2021
Nigeria,21343,0,0,21343,current,Jan-May,2021
Nigeria,16272,0,0,16272,current,Jan-May,2021
Nigeria,21494,0,0,21494,current,Jan-May,2021
Nigeria,30214,0,0,30214,current,Jan-May,2021
Nigeria,45826,0,0,45826,current,Jan-May,2021
Nigeria,11434,0,0,11434,current,Jan-May,2021
Nigeria,9376,0,0,9376,current,Jan-May,2021
Nigeria,46062,0,0,46062,current,Jan-May,2021
Nigeria,10521,0,0,10521,current,Jan-May,2021
Nigeria,15772,0,0,15772,current,Jan-May,2021
Nigeria,2690,0,0,2690,current,Jan-May,2021
Nigeria,24101,0,0,24101,current,Jan-May,2021
Nigeria,12054,0,0,12054,current,Jan-May,2021
Nigeria,2873,0,0,2873,current,Jan-May,2021
Nigeria,9147,0,0,9147,current,Jan-May,2021
Nigeria,8958,0,0,8958,current,Jan-May,2021
Nigeria,5013,0,0,5013,current,Jan-May,2021
Nigeria,3673,0,0,3673,current,Jan-May,2021
Nigeria,24473,0,0,24473,current,Jan-May,2021
Nigeria,9453,0,0,9453,current,Jan-May,2021
Nigeria,4715,0,0,4715,current,Jan-May,2021
Nigeria,16831,0,0,16831,current,Jan-May,2021
Nigeria,12366,0,0,12366,current,Jan-May,2021
Nigeria,37371,0,0,37371,current,Jan-May,2021
Nigeria,7026,0,0,7026,current,Jan-May,2021
Nigeria,16787,0,0,16787,current,Jan-May,2021
Nigeria,7328,0,0,7328,current,Jan-May,2021
Nigeria,24460,0,0,24460,current,Jan-May,2021
Nigeria,8764,0,0,8764,current,Jan-May,2021
Nigeria,10341,0,0,10341,current,Jan-May,2021
Nigeria,10710,0,0,10710,current,Jan-May,2021
Nigeria,10295,0,0,10295,current,Jan-May,2021
Nigeria,11353,0,0,11353,current,Jan-May,2021
Nigeria,9907,0,0,9907,current,Jan-May,2021
Nigeria,7742,0,0,7742,current,Jan-May,2021
Nigeria,13715,0,0,13715,current,Jan-May,2021
Nigeria,16498,0,0,16498,current,Jan-May,2021
Nigeria,7701,0,0,7701,current,Jan-May,2021
Nigeria,5585,0,0,5585,current,Jan-May,2021
Nigeria,8865,0,0,8865,current,Jan-May,2021
Nigeria,9416,0,0,9416,current,Jan-May,2021
Nigeria,3620,0,0,3620,current,Jan-May,2021
Nigeria,7365,0,0,7365,current,Jan-May,2021
Nigeria,14032,0,0,14032,current,Jan-May,2021
Nigeria,8797,0,0,8797,current,Jan-May,2021
Nigeria,9968,0,0,9968,current,Jan-May,2021
Nigeria,20273,0,0,20273,current,Jan-May,2021
Nigeria,7511,0,0,7511,current,Jan-May,2021
Nigeria,12822,0,0,12822,current,Jan-May,2021
Nigeria,13363,0,0,13363,current,Jan-May,2021
Nigeria,5379,0,0,5379,current,Jan-May,2021
Nigeria,19574,13049,0,32624,current,Jan-May,2021
Nigeria,59060,8604,0,67663,current,Jan-May,2021
Nigeria,72230,27664,0,99893,current,Jan-May,2021
Nigeria,8618,0,0,8618,current,Jan-May,2021
Nigeria,16757,0,0,16757,current,Jan-May,2021
Nigeria,13529,0,0,13529,current,Jan-May,2021
Nigeria,61414,10439,0,71852,current,Jan-May,2021
Nigeria,39674,18140,0,57815,current,Jan-May,2021
Nigeria,73906,38726,0,112633,current,Jan-May,2021
Nigeria,34052,14472,0,48524,current,Jan-May,2021
Nigeria,98202,30598,0,128800,current,Jan-May,2021
Nigeria,7781,0,0,7781,current,Jan-May,2021
Nigeria,74933,0,0,74933,current,Jan-May,2021
Nigeria,38654,6442,0,45096,current,Jan-May,2021
Nigeria,30036,12014,0,42051,current,Jan-May,2021
Nigeria,67081,20836,0,87917,current,Jan-May,2021
Nigeria,51108,20443,0,71551,current,Jan-May,2021
Nigeria,6966,0,0,6966,current,Jan-May,2021
Nigeria,33589,5750,0,39339,current,Jan-May,2021
Nigeria,105705,39966,0,145671,current,Jan-May,2021
Nigeria,46429,0,0,46429,current,Jan-May,2021
Nigeria,9975,7481,0,17457,current,Jan-May,2021
Nigeria,68570,41609,0,110180,current,Jan-May,2021
Nigeria,56469,8334,0,64803,current,Jan-May,2021
Nigeria,33546,6709,0,40255,current,Jan-May,2021
Nigeria,49881,14730,0,64610,current,Jan-May,2021
Nigeria,23633,0,0,23633,current,Jan-May,2021
Nigeria,42461,0,0,42461,current,Jan-May,2021
Nigeria,20214,0,0,20214,current,Jan-May,2021
Nigeria,40468,0,0,40468,current,Jan-May,2021
Nigeria,35400,0,0,35400,current,Jan-May,2021
Nigeria,34869,0,0,34869,current,Jan-May,2021
Nigeria,34643,0,0,34643,current,Jan-May,2021
Nigeria,15265,0,0,15265,current,Jan-May,2021
Nigeria,11532,0,0,11532,current,Jan-May,2021
Nigeria,6402,0,0,6402,current,Jan-May,2021
Nigeria,6089,0,0,6089,current,Jan-May,2021
Nigeria,4512,0,0,4512,current,Jan-May,2021
Nigeria,4564,0,0,4564,current,Jan-May,2021
Nigeria,9361,0,0,9361,current,Jan-May,2021
Nigeria,6243,0,0,6243,current,Jan-May,2021
Nigeria,10667,0,0,10667,current,Jan-May,2021
Nigeria,8824,0,0,8824,current,Jan-May,2021
Nigeria,12109,0,0,12109,current,Jan-May,2021
Nigeria,6140,0,0,6140,current,Jan-May,2021
Nigeria,6592,0,0,6592,current,Jan-May,2021
Nigeria,5262,0,0,5262,current,Jan-May,2021
Nigeria,4841,0,0,4841,current,Jan-May,2021
Nigeria,12407,0,0,12407,current,Jan-May,2021
Nigeria,5987,0,0,5987,current,Jan-May,2021
Nigeria,8939,0,0,8939,current,Jan-May,2021
Nigeria,7649,0,0,7649,current,Jan-May,2021
Nigeria,19441,0,0,19441,current,Jan-May,2021
Nigeria,6021,0,0,6021,current,Jan-May,2021
Nigeria,15543,0,0,15543,current,Jan-May,2021
Nigeria,16795,0,0,16795,current,Jan-May,2021
Nigeria,14228,0,0,14228,current,Jan-May,2021
Nigeria,10704,0,0,10704,current,Jan-May,2021
Nigeria,7914,0,0,7914,current,Jan-May,2021
Nigeria,19770,0,0,19770,current,Jan-May,2021
Nigeria,7627,0,0,7627,current,Jan-May,2021
Nigeria,13950,0,0,13950,current,Jan-May,2021
Nigeria,9875,0,0,9875,current,Jan-May,2021
Nigeria,11951,0,0,11951,current,Jan-May,2021
Nigeria,14962,0,0,14962,current,Jan-May,2021
Nigeria,16437,0,0,16437,current,Jan-May,2021
Nigeria,17862,0,0,17862,current,Jan-May,2021
Nigeria,7187,0,0,7187,current,Jan-May,2021
Nigeria,12516,0,0,12516,current,Jan-May,2021
Nigeria,12242,0,0,12242,current,Jan-May,2021
Nigeria,8879,0,0,8879,current,Jan-May,2021
Nigeria,81575,0,0,81575,current,Jan-May,2021
Nigeria,117441,0,0,117441,current,Jan-May,2021
Nigeria,135891,0,0,135891,current,Jan-May,2021
Nigeria,135890,0,0,135890,current,Jan-May,2021
Nigeria,115013,0,0,115013,current,Jan-May,2021
Nigeria,127050,0,0,127050,current,Jan-May,2021
Nigeria,34642,0,0,34642,current,Jan-May,2021
Nigeria,14626,0,0,14626,current,Jan-May,2021
Nigeria,21084,0,0,21084,current,Jan-May,2021
Nigeria,10437,0,0,10437,current,Jan-May,2021
Nigeria,25519,0,0,25519,current,Jan-May,2021
Nigeria,11010,0,0,11010,current,Jan-May,2021
Nigeria,21885,0,0,21885,current,Jan-May,2021
Nigeria,21621,0,0,21621,current,Jan-May,2021
Nigeria,30570,0,0,30570,current,Jan-May,2021
Nigeria,23431,0,0,23431,current,Jan-May,2021
Nigeria,41793,0,0,41793,current,Jan-May,2021
Nigeria,37942,0,0,37942,current,Jan-May,2021
Nigeria,35870,0,0,35870,current,Jan-May,2021
Nigeria,26233,0,0,26233,current,Jan-May,2021
Nigeria,33241,0,0,33241,current,Jan-May,2021
Nigeria,22757,0,0,22757,current,Jan-May,2021
Nigeria,47920,0,0,47920,current,Jan-May,2021
Nigeria,46579,0,0,46579,current,Jan-May,2021
Nigeria,25080,0,0,25080,current,Jan-May,2021
Nigeria,22257,0,0,22257,current,Jan-May,2021
Nigeria,13195,0,0,13195,current,Jan-May,2021
Nigeria,31404,0,0,31404,current,Jan-May,2021
Nigeria,39802,0,0,39802,current,Jan-May,2021
Nigeria,32746,0,0,32746,current,Jan-May,2021
Nigeria,15917,0,0,15917,current,Jan-May,2021
Nigeria,15315,0,0,15315,current,Jan-May,2021
Nigeria,41294,0,0,41294,current,Jan-May,2021
Nigeria,66340,0,0,66340,current,Jan-May,2021
Nigeria,24676,0,0,24676,current,Jan-May,2021
Nigeria,40497,0,0,40497,current,Jan-May,2021
Nigeria,14667,0,0,14667,current,Jan-May,2021
Nigeria,24428,0,0,24428,current,Jan-May,2021
Nigeria,12834,0,0,12834,current,Jan-May,2021
Nigeria,22112,0,0,22112,current,Jan-May,2021
Nigeria,16722,0,0,16722,current,Jan-May,2021
Nigeria,19561,0,0,19561,current,Jan-May,2021
Nigeria,16780,,,16780,current,Jan-May,2021
Nigeria,14589,,,14589,current,Jan-May,2021
Nigeria,12169,,,12169,current,Jan-May,2021
Nigeria,8753,,,8753,current,Jan-May,2021
Nigeria,17487,,,17487,current,Jan-May,2021
Nigeria,8213,,,8213,current,Jan-May,2021
Nigeria,11054,,,11054,current,Jan-May,2021
Nigeria,7834,0,0,7834,current,Jan-May,2021
Nigeria,12532,0,0,12532,current,Jan-May,2021
Nigeria,8228,,,8228,current,Jan-May,2021
Nigeria,8945,,,8945,current,Jan-May,2021
Nigeria,9149,,,9149,current,Jan-May,2021
Nigeria,8317,,,8317,current,Jan-May,2021
Nigeria,7181,,,7181,current,Jan-May,2021
Nigeria,7721,,,7721,current,Jan-May,2021
Nigeria,9888,,,9888,current,Jan-May,2021
Nigeria,6867,,,6867,current,Jan-May,2021
Nigeria,6608,,,6608,current,Jan-May,2021
Nigeria,12736,,,12736,current,Jan-May,2021
Nigeria,7068,,,7068,current,Jan-May,2021
Nigeria,10850,0,0,10850,current,Jan-May,2021
Nigeria,11936,0,0,11936,current,Jan-May,2021
Nigeria,9660,0,0,9660,current,Jan-May,2021
Nigeria,10900,0,0,10900,current,Jan-May,2021
Nigeria,8993,0,0,8993,current,Jan-May,2021
Nigeria,60426,0,0,60426,current,Jan-May,2021
Nigeria,66439,0,0,66439,current,Jan-May,2021
Nigeria,43783,0,0,43783,current,Jan-May,2021
Nigeria,36177,0,0,36177,current,Jan-May,2021
Nigeria,54279,0,0,54279,current,Jan-May,2021
Nigeria,53514,0,0,53514,current,Jan-May,2021
Nigeria,58299,0,0,58299,current,Jan-May,2021
Nigeria,90228,0,0,90228,current,Jan-May,2021
Nigeria,37299,0,0,37299,current,Jan-May,2021
Nigeria,49250,0,0,49250,current,Jan-May,2021
Nigeria,8456,0,0,8456,current,Jan-May,2021
Nigeria,9266,0,0,9266,current,Jan-May,2021
Nigeria,6895,0,0,6895,current,Jan-May,2021
Nigeria,9395,0,0,9395,current,Jan-May,2021
Nigeria,5520,0,0,5520,current,Jan-May,2021
Nigeria,7723,0,0,7723,current,Jan-May,2021
Nigeria,6913,0,0,6913,current,Jan-May,2021
Nigeria,4490,0,0,4490,current,Jan-May,2021
Nigeria,9214,0,0,9214,current,Jan-May,2021
Nigeria,8050,0,0,8050,current,Jan-May,2021
Nigeria,7811,0,0,7811,current,Jan-May,2021
Nigeria,6253,0,0,6253,current,Jan-May,2021
Nigeria,7125,0,0,7125,current,Jan-May,2021
Nigeria,29583,0,0,29583,current,Jan-May,2021
Nigeria,28753,0,0,28753,current,Jan-May,2021
Nigeria,24827,0,0,24827,current,Jan-May,2021
Nigeria,38463,0,0,38463,current,Jan-May,2021
Nigeria,39632,0,0,39632,current,Jan-May,2021
Nigeria,41423,0,0,41423,current,Jan-May,2021
Nigeria,48130,0,0,48130,current,Jan-May,2021
Nigeria,36186,0,0,36186,current,Jan-May,2021
Nigeria,22519,0,0,22519,current,Jan-May,2021
Nigeria,33637,0,0,33637,current,Jan-May,2021
Nigeria,27834,0,0,27834,current,Jan-May,2021
Nigeria,15267,1091,0,16358,current,Jan-May,2021
Nigeria,8144,582,0,8726,current,Jan-May,2021
Nigeria,10590,756,0,11346,current,Jan-May,2021
Nigeria,10550,0,0,10550,current,Jan-May,2021
Nigeria,14819,0,0,14819,current,Jan-May,2021
Nigeria,12763,0,0,12763,current,Jan-May,2021
Nigeria,10130,0,0,10130,current,Jan-May,2021
Nigeria,9652,0,0,9652,current,Jan-May,2021
Nigeria,9188,0,0,9188,current,Jan-May,2021
Nigeria,16760,0,0,16760,current,Jan-May,2021
Nigeria,19235,0,0,19235,current,Jan-May,2021
Nigeria,54422,0,0,54422,current,Jan-May,2021
Nigeria,75352,0,0,75352,current,Jan-May,2021
Nigeria,33741,0,0,33741,current,Jan-May,2021
Nigeria,38008,0,0,38008,current,Jan-May,2021
Nigeria,58116,0,0,58116,current,Jan-May,2021
Nigeria,67570,0,0,67570,current,Jan-May,2021
Nigeria,86576,0,0,86576,current,Jan-May,2021
Nigeria,79011,0,0,79011,current,Jan-May,2021
Nigeria,30558,0,0,30558,current,Jan-May,2021
Nigeria,13726,0,0,13726,current,Jan-May,2021
Nigeria,41409,0,0,41409,current,Jan-May,2021
Nigeria,37276,0,0,37276,current,Jan-May,2021
Nigeria,43478,0,0,43478,current,Jan-May,2021
Nigeria,47822,0,0,47822,current,Jan-May,2021
Nigeria,51558,0,0,51558,current,Jan-May,2021
Nigeria,42236,0,0,42236,current,Jan-May,2021
Nigeria,19587,0,0,19587,current,Jan-May,2021
Nigeria,21318,0,0,21318,current,Jan-May,2021
Nigeria,22507,0,0,22507,current,Jan-May,2021
Nigeria,10469,0,0,10469,current,Jan-May,2021
Nigeria,51837,0,0,51837,current,Jan-May,2021
Nigeria,36919,0,0,36919,current,Jan-May,2021
Nigeria,15624,0,0,15624,current,Jan-May,2021
Nigeria,10644,0,0,10644,current,Jan-May,2021
Nigeria,9937,0,0,9937,current,Jan-May,2021
Nigeria,7367,0,0,7367,current,Jan-May,2021
Nigeria,17815,0,0,17815,current,Jan-May,2021
Nigeria,11270,0,0,11270,current,Jan-May,2021
Nigeria,7142,0,0,7142,current,Jan-May,2021
Nigeria,10546,0,0,10546,current,Jan-May,2021
Nigeria,7793,0,0,7793,current,Jan-May,2021
Nigeria,14618,0,0,14618,current,Jan-May,2021
Nigeria,15199,0,0,15199,current,Jan-May,2021
Nigeria,11846,0,0,11846,current,Jan-May,2021
Nigeria,3933,0,0,3933,current,Jan-May,2021
Nigeria,4238,0,0,4238,current,Jan-May,2021
Nigeria,3073,0,0,3073,current,Jan-May,2021
Nigeria,3290,0,0,3290,current,Jan-May,2021
Nigeria,7015,0,0,7015,current,Jan-May,2021
Nigeria,6177,0,0,6177,current,Jan-May,2021
Nigeria,3044,0,0,3044,current,Jan-May,2021
Nigeria,4552,0,0,4552,current,Jan-May,2021
Nigeria,12437,0,0,12437,current,Jan-May,2021
Nigeria,9049,0,0,9049,current,Jan-May,2021
Nigeria,11112,0,0,11112,current,Jan-May,2021
Nigeria,5102,0,0,5102,current,Jan-May,2021
Nigeria,7866,0,0,7866,current,Jan-May,2021
Nigeria,6992,0,0,6992,current,Jan-May,2021
Nigeria,8355,0,0,8355,current,Jan-May,2021
Nigeria,7734,0,0,7734,current,Jan-May,2021
Nigeria,5273,0,0,5273,current,Jan-May,2021
Nigeria,5637,0,0,5637,current,Jan-May,2021
Nigeria,5062,0,0,5062,current,Jan-May,2021
Nigeria,5379,0,0,5379,current,Jan-May,2021
Nigeria,6852,0,0,6852,current,Jan-May,2021
Nigeria,2268,0,0,2268,current,Jan-May,2021
Nigeria,3403,0,0,3403,current,Jan-May,2021
Nigeria,12713,2270,0,14983,current,Jan-May,2021
Nigeria,46660,3888,0,50549,current,Jan-May,2021
Nigeria,28044,3505,0,31549,current,Jan-May,2021
Nigeria,18378,0,0,18378,current,Jan-May,2021
Nigeria,54385,0,0,54385,current,Jan-May,2021
Nigeria,72461,0,0,72461,current,Jan-May,2021
Nigeria,72731,19799,0,92530,current,Jan-May,2021
Nigeria,68768,13146,0,81915,current,Jan-May,2021
Nigeria,58190,8313,0,66502,current,Jan-May,2021
Nigeria,91987,18397,0,110385,current,Jan-May,2021
Nigeria,51555,17185,0,68740,current,Jan-May,2021
Nigeria,16383,0,0,16383,current,Jan-May,2021
Nigeria,29251,0,0,29251,current,Jan-May,2021
Nigeria,42499,3036,0,45534,current,Jan-May,2021
Nigeria,63877,0,0,63877,current,Jan-May,2021
Nigeria,37201,12400,0,49602,current,Jan-May,2021
Nigeria,64669,20209,0,84879,current,Jan-May,2021
Nigeria,26764,0,0,26764,current,Jan-May,2021
Nigeria,52133,6265,0,58398,current,Jan-May,2021
Nigeria,24127,0,0,24127,current,Jan-May,2021
Nigeria,24884,0,0,24884,current,Jan-May,2021
Nigeria,27306,0,0,27306,current,Jan-May,2021
Nigeria,62819,4825,0,67645,current,Jan-May,2021
Nigeria,27494,0,0,27494,current,Jan-May,2021
Nigeria,59556,0,0,59556,current,Jan-May,2021
Nigeria,36204,0,0,36204,current,Jan-May,2021
Nigeria,42737,0,0,42737,current,Jan-May,2021
Nigeria,28838,0,0,28838,current,Jan-May,2021
Nigeria,37883,0,0,37883,current,Jan-May,2021
Nigeria,41457,0,0,41457,current,Jan-May,2021
Nigeria,42895,0,0,42895,current,Jan-May,2021
Nigeria,44926,1094,0,46019,current,Jan-May,2021
Chad,12257,2829,0,15086,current,Jan-May,2021
Chad,12356,1648,0,14004,current,Jan-May,2021
Chad,43053,4305,0,47358,current,Jan-May,2021
Chad,16484,0,0,16484,current,Jan-May,2021
Chad,39156,0,0,39156,current,Jan-May,2021
Chad,23547,3364,0,26910,current,Jan-May,2021
Chad,8067,1921,0,9987,current,Jan-May,2021
Chad,22914,5208,0,28122,current,Jan-May,2021
Chad,12780,0,0,12780,current,Jan-May,2021
Chad,5573,0,0,5573,current,Jan-May,2021
Chad,8492,0,0,8492,current,Jan-May,2021
Chad,3629,0,0,3629,current,Jan-May,2021
Chad,1275,0,0,1275,current,Jan-May,2021
