adm0_name,adm0_gaulcode,adm0_pcod3,adm0_pcod2,region,adm1_name,adm1_gaulcode,adm1_pcod3,adm1_pcod2,adm2_name,adm2_gaulcode,adm2_pcod3,adm2_pcod2,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35,chtype,exercise_code,exercise_label,exercise_year,reference_code,reference_label,reference_year,foodconsumption_phase,livelihoods_phase,nutrition_phase,mortality_phase,usethisperiod
Niger,181,NER,NE,,Agadez,2202,NER001,NE01,Arlit,123656,NER001002,NE0102,129728,2,98593,23351,7784,0,0,7784,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Agadez,2202,NER001,NE01,Iferouane,22551,NER001004,NE0104,40429,2,29917,8086,2426,0,0,2426,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Abala,123644,NER006001,NE0601,186636,3,87719,55991,41060,1866,0,42926,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Agadez,2202,NER001,NE01,Aderbissinat,22553,NER001001,NE0101,46628,2,20516,18651,7460,0,0,7460,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Agadez,2202,NER001,NE01,Arlit,123656,NER001002,NE0102,138649,2,77643,40208,20797,0,0,20797,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Agadez,2202,NER001,NE01,Bilma,22552,NER001003,NE0103,23677,2,17758,4972,947,0,0,947,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Agadez,2202,NER001,NE01,Iferouane,22551,NER001004,NE0104,43210,2,25926,9938,7346,0,0,7346,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Agadez,2202,NER001,NE01,Ingall,123655,NER001005,NE0105,68519,2,47963,13704,6852,0,0,6852,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Agadez,2202,NER001,NE01,Tchirozerine,123654,NER001006,NE0106,323048,2,242286,71071,9691,0,0,9691,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Goudoumaria,22555,NER002003,NE0203,132795,2,77021,46478,9296,0,0,9296,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Maine-Soroa,123659,NER002004,NE0204,173872,2,107801,52162,13910,0,0,13910,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,N'Gourti,22556,NER002005,NE0205,68362,3,28028,23927,15040,1367,0,16407,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Boboye,123646,NER003001,NE0301,352383,2,278383,59905,14095,0,0,14095,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Dioundiou,123647,NER003002,NE0302,77367,1,64215,11605,1547,0,0,1547,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Dogondoutchi_accessible,12366101,NER003003_a,NE0303_a,373569,2,283912,74714,14943,0,0,14943,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Dosso,22559,NER003004,NE0304,762693,2,541512,190673,30508,0,0,30508,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Falmey,22557,NER003005,NE0305,144067,2,109491,27373,7203,0,0,7203,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Gaya,22560,NER003006,NE0306,364996,1,302947,54749,7300,0,0,7300,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Loga,22561,NER003007,NE0307,244890,2,186116,36734,22040,0,0,22040,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Tibiri (Doutchi),22558,NER003008,NE0308,376684,2,293814,64036,18834,0,0,18834,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Aguie,22562,NER004001,NE0401,354389,2,269336,81509,3544,0,0,3544,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Bermo,123660,NER004002,NE0402,75307,2,54221,18827,2259,0,0,2259,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Dakoro,22563,NER004003,NE0403,908202,2,708398,181640,18164,0,0,18164,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Gazaoua,123667,NER004004,NE0404,231273,1,187331,39316,4625,0,0,4625,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Guidan Roumdji_accessiblenov2020,22564012,NER004005_a_112020,NE0405_a_112020,472588,2,368619,94518,9452,0,0,9452,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Madarounfa_accessiblenov2020,22565012,NER004006_a_112020,NE0406_a_112020,313155,1,256787,53236,3132,0,0,3132,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Mayahi,22566,NER004008,NE0408,802698,2,537808,240809,24081,0,0,24081,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Tessaoua,22567,NER004009,NE0409,756950,2,575282,166529,15139,0,0,15139,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Niamey,2206,NER008,NE08,Niamey,22568,NER008001,NE0801,1359050,2,951335,244629,163086,0,0,163086,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Abalak,123651,NER005001,NE0501,352626,2,239786,98735,14105,0,0,14105,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Bagaroua,22573,NER005002,NE0502,99463,3,34812,39785,22876,1989,0,24866,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Birni N'Konni,22571,NER005003,NE0503,430477,2,301334,99010,30133,0,0,30133,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Bouza,22572,NER005004,NE0504,590936,2,419565,147734,23637,0,0,23637,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Illela,123650,NER005005,NE0505,463132,2,254723,162096,46313,0,0,46313,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Keita,22574,NER005006,NE0506,371189,3,129916,148476,85373,7424,0,92797,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Madaoua,22575,NER005007,NE0507,750565,1,607958,120090,22517,0,0,22517,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Malbaza,123649,NER005008,NE0508,319752,1,265394,38370,15988,0,0,15988,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Tahoua,22576,NER005009,NE0509,708518,2,524303,155874,28341,0,0,28341,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Tchintabaraden,123652,NER005011,NE0511,199613,2,145717,45911,7985,0,0,7985,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Balleyara,22578,NER006003,NE0603,149679,2,106272,35923,7484,0,0,7484,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Filingue,123643,NER006006,NE0606,428533,3,235693,102848,81421,8571,0,89992,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Gotheye,22582,NER006007,NE0607,336766,2,242472,80824,13471,0,0,13471,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Kollo,22579,NER006008,NE0608,585604,2,439203,134689,11712,0,0,11712,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Ouallam_accessible,2258001,NER006009_a,NE0609_a,301406,3,87408,150703,60281,3014,0,63295,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Say,123648,NER006010,NE0610,245369,2,176666,63796,4907,0,0,4907,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Tera_accessible,12364101,NER006011_a,NE0611_a,377126,2,271531,94282,11314,0,0,11314,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Tillaberi_accessible,2258301,NER006012_a,NE0612_a,215593,2,159539,53898,2156,0,0,2156,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Belbedji,22588,NER007001,NE0701,137500,2,107250,24750,5500,0,0,5500,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Damagaram Takaya,22587,NER007002,NE0702,343807,2,244103,85952,13752,0,0,13752,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Dungass,123665,NER007003,NE0703,504467,1,443931,50447,10089,0,0,10089,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Goure,123664,NER007004,NE0704,467332,2,327132,98140,37387,4673,0,42060,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Kantche,22586,NER007005,NE0705,569066,1,466634,91051,11381,0,0,11381,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Magaria,22585,NER007006,NE0706,823621,1,667133,140016,16472,0,0,16472,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Mirriah,123663,NER007007,NE0707,811553,2,486932,243466,81155,0,0,81155,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Takeita,123662,NER007008,NE0708,263789,2,171463,79137,13189,0,0,13189,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Tanout,123666,NER007009,NE0709,611789,2,354838,214126,42825,0,0,42825,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Tesker,22584,NER007010,NE0710,52935,2,37584,13234,2117,0,0,2117,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Bosso,123658,NER002001,NE0201,15468,3,8043,3403,3094,928,0,4022,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Diffa,22554,NER002002,NE0202,296791,3,130588,103877,59358,2968,0,62326,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,N'Guigmi,123657,NER002006,NE0206,96896,3,59107,14534,19379,3876,0,23255,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Dogondoutchi_limitedaccess,12366102,NER003003_al,NE0303_al,146047,3,54037,61340,30670,0,0,30670,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Guidan Roumdji_limitedaccessnov2020,22564022,NER004005_al_112020,NE0405_al_112020,268094,3,144771,67024,50938,5362,0,56300,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Madarounfa_limitedaccessnov2020,22565022,NER004006_al_112020,NE0406_al_112020,333490,3,176750,83373,66698,6670,0,73368,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Tassara,123653,NER005010,NE0510,33649,2,22545,7739,3028,336,0,3365,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Tillia,22577,NER005012,NE0512,53649,2,35408,13412,4828,0,0,4828,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Abala,123644,NER006001,NE0601,201586,3,96761,42333,48381,14111,0,62492,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Ayerou,123642,NER006002,NE0602,79678,3,35855,20716,17529,5577,0,23107,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Banibangou,123645,NER006004,NE0604,93536,3,46768,18707,22449,5612,0,28061,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Bankilare,123640,NER006005,NE0605,118606,3,53373,35582,27279,2372,0,29652,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Ouallam_limitedaccess,2258002,NER006009_al,NE0609_al,155765,3,54518,62306,35826,3115,0,38941,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Tera_limitedaccess,12364102,NER006011_al,NE0611_al,92596,3,45372,24075,20371,2778,0,23149,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Tillaberi_limitedaccess,2258302,NER006012_al,NE0612_al,35435,2,24805,8859,1772,0,0,1772,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Torodi,22581,NER006013,NE0613,255132,3,127566,63783,61232,2551,0,63783,projected,1,Sep-Dec,2020,3,Jun-Aug,2021,,,,,N
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Balleyara,22578,NER006003,NE0603,138578,1,121949,15244,1386,0,0,1386,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Filingue,123643,NER006006,NE0606,396752,1,325337,59513,11903,0,0,11903,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Kollo,22579,NER006008,NE0608,601996,1,511697,90299,0,0,0,0,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Say,123648,NER006010,NE0610,227172,1,193096,34076,0,0,0,0,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Bankilare,123640,NER006005,NE0605,109810,2,83456,19766,6589,0,0,6589,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Gotheye,22582,NER006007,NE0607,311790,2,227607,74830,9354,0,0,9354,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Tera,123641,NER006011,NE0611,434886,2,295722,113070,26093,0,0,26093,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Torodi,22581,NER006013,NE0613,236211,3,125192,59053,49604,2362,0,51966,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Ayerou,123642,NER006002,NE0602,73769,3,33196,19918,18442,2213,0,20655,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Banibangou,123645,NER006004,NE0604,86599,3,35506,25114,23382,2598,0,25980,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Ouallam,22580,NER006009,NE0609,423266,3,207400,126980,80421,8465,0,88886,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tillaberi,2208,NER006,NE06,Tillaberi,22583,NER006012,NE0612,232410,2,137122,76695,18593,0,0,18593,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Goudoumaria,22555,NER002003,NE0203,124307,2,93230,23618,7458,0,0,7458,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Maine-Soroa,123659,NER002004,NE0204,162758,2,99282,43945,19531,0,0,19531,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Diffa,22554,NER002002,NE0202,127677,2,93204,26812,7661,0,0,7661,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Diffa Commune,,NER002002002,NE020202,69765,2,54417,13255,2093,0,0,2093,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,Bosso,123658,NER002001,NE0201,94857,3,44583,28457,20869,949,0,21817,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,N'Gourti,22556,NER002005,NE0205,63992,2,46074,14718,3200,0,0,3200,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Diffa,2203,NER002,NE02,N'Guigmi,123657,NER002006,NE0206,90702,2,60770,20861,9070,0,0,9070,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Dosso,22559,NER003004,NE0304,521913,1,422750,83506,15657,0,0,15657,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Dogondoutchi,123661,NER003003,NE0303,481866,2,342125,120466,19275,0,0,19275,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Loga,22561,NER003007,NE0307,227099,2,149885,68130,9084,0,0,9084,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Tibiri (Doutchi),22558,NER003008,NE0308,349318,2,265482,73357,10480,0,0,10480,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Boboye,123646,NER003001,NE0301,326783,1,271230,49017,6536,0,0,6536,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Dioundiou,123647,NER003002,NE0302,141808,1,119119,21271,1418,0,0,1418,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Falmey,22557,NER003005,NE0305,133601,1,109553,20040,4008,0,0,4008,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Dosso,2204,NER003,NE03,Gaya,22560,NER003006,NE0306,338480,1,284323,50772,3385,0,0,3385,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Bermo,123660,NER004002,NE0402,69112,2,38012,24189,6911,0,0,6911,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Dakoro,22563,NER004003,NE0403,833606,1,675221,150049,8336,0,0,8336,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Mayahi,22566,NER004008,NE0408,736768,1,596782,125251,14735,0,0,14735,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Tessaoua,22567,NER004009,NE0409,682112,1,559332,102317,20463,0,0,20463,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Aguie,22562,NER004001,NE0401,325281,1,263478,55298,6506,0,0,6506,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Gazaoua,123667,NER004004,NE0404,212277,1,176190,31842,4246,0,0,4246,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Guidan-Roumdji,22564,NER004005,NE0405,692511,1,574784,110802,6925,0,0,6925,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Maradi,2205,NER004,NE04,Madarounfa,22565,NER004006,NE0406,593532,1,492632,89030,11871,0,0,11871,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Niamey,2206,NER008,NE08,Niamey Arrondissement 1,,NER008001001,NE080101,261213,2,203746,57467,0,0,0,0,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Niamey,2206,NER008,NE08,Niamey Arrondissement 2,,NER008001002,NE080102,307081,2,242594,64487,0,0,0,0,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Niamey,2206,NER008,NE08,Niamey Arrondissement 3,,NER008001003,NE080103,202950,2,160330,42620,0,0,0,0,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Niamey,2206,NER008,NE08,Niamey Arrondissement 4,,NER008001004,NE080104,341391,2,262871,78520,0,0,0,0,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Niamey,2206,NER008,NE08,Niamey Arrondissement 5,,NER008001005,NE080105,164513,2,125030,39483,0,0,0,0,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Abalak,123651,NER005001,NE0501,327959,2,242690,68871,16398,0,0,16398,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Tassara,123653,NER005010,NE0510,31295,2,21594,7824,1878,0,0,1878,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Tillia,22577,NER005012,NE0512,49896,2,31933,13472,4491,0,0,4491,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Tchintabaraden,123652,NER005011,NE0511,185650,2,139238,37130,9282,0,0,9282,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Keita,22574,NER005006,NE0506,431345,2,319195,99209,12940,0,0,12940,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Tahoua,22576,NER005009,NE0509,552554,1,464145,82883,5526,0,0,5526,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Illela,123650,NER005005,NE0505,430735,1,379047,43074,8615,0,0,8615,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Bagaroua,22573,NER005002,NE0502,92505,1,80479,9250,2775,0,0,2775,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Birni N'Konni,22571,NER005003,NE0503,400364,1,340309,56051,4004,0,0,4004,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Bouza,22572,NER005004,NE0504,569879,1,484397,79783,5699,0,0,5699,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Madaoua,22575,NER005007,NE0507,698061,1,572410,111690,13961,0,0,13961,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Tahoua,2207,NER005,NE05,Malbaza,123649,NER005008,NE0508,297384,1,249803,44608,2974,0,0,2974,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Dungass,123665,NER007003,NE0703,464321,1,394673,55719,13930,0,0,13930,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Kantche,22586,NER007005,NE0705,523779,1,439974,78567,5238,0,0,5238,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Magaria,22585,NER007006,NE0706,758076,1,636784,106131,15162,0,0,15162,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Mirriah,123663,NER007007,NE0707,665907,1,539385,113204,13318,0,0,13318,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Takeita,123662,NER007008,NE0708,323858,1,262325,51817,9716,0,0,9716,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Belbedji,22588,NER007001,NE0701,126558,2,83528,34171,8859,0,0,8859,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
Niger,181,NER,NE,,Zinder,2209,NER007,NE07,Damagaram Takaya,22587,NER007002,NE0702,316446,1,265815,44302,6329,0,0,6329,current,2,Jan-May,2019,2,Jan-May,2019,,,,,Y
