adm0_name,adm0_gaulcode,adm0_pcod3,adm0_pcod2,region,adm1_name,adm1_gaulcode,adm1_pcod3,adm1_pcod2,adm2_name,adm2_gaulcode,adm2_pcod3,adm2_pcod2,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35,chtype,exercise_code,exercise_label,exercise_year,reference_code,reference_label,reference_year,foodconsumption_phase,livelihoods_phase,nutrition_phase,mortality_phase,usethisperiod
Senegal,217,SEN,SN,,Matam,47588,SEN009,SN09,Ranerou,47599,SEN009003,SN0903,57531,3,25314,20136,10931,1151,0,12082,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Matam,47588,SEN009,SN09,Kanel,47593,SEN009001,SN0901,267517,3,123058,88281,53503,2675,0,56179,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Louga,25336,SEN008003,SN0803,405619,3,190641,121686,89236,4056,0,93292,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Kebemer,25334,SEN008001,SN0801,281580,3,132343,92921,53500,2816,0,56316,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Linguere,47594,SEN008002,SN0802,262903,2,165629,78871,18403,0,0,18403,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Saint Louis,47600,SEN010003,SN1003,320664,1,262944,54513,3207,0,0,3207,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Dagana,47590,SEN010001,SN1001,261396,2,203889,52279,5228,0,0,5228,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Podor,47598,SEN010002,SN1002,400972,2,308748,80194,12029,0,0,12029,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Tivaouane,25345,SEN013003,SN1303,490966,2,358405,132561,0,0,0,0,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Thies,25344,SEN013002,SN1302,724814,2,521866,202948,0,0,0,0,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Mbour,25343,SEN013001,SN1301,725969,2,544477,181492,0,0,0,0,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Kedougou,1397,SEN006001,SN0601,86589,2,47624,30306,8659,0,0,8659,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Salemata,1510,SEN006002,SN0602,24383,2,13411,9753,1219,0,0,1219,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Saraya,1538,SEN006003,SN0603,55935,2,36358,16780,2797,0,0,2797,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Kolda,1408,SEN007001,SN0701,269471,2,167072,83536,18863,0,0,18863,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Medina Yoro Foulah,1499,SEN007002,SN0702,151265,2,105886,39329,6051,0,0,6051,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Velingara,25333,SEN007003,SN0703,304955,2,198221,91486,15248,0,0,15248,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Bounkiling,1381,SEN011001,SN1101,160694,2,98023,48208,14462,0,0,14462,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Goudomp,1394,SEN011002,SN1102,172315,2,115451,44802,12062,0,0,12062,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Sedhiou,1609,SEN011003,SN1103,167056,2,105245,48446,13364,0,0,13364,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Bignona,25346,SEN014001,SN1401,276827,2,179938,77512,19378,0,0,19378,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Oussouye,25347,SEN014002,SN1402,52977,2,36024,13774,3179,0,0,3179,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Ziguinchor,25348,SEN014003,SN1403,272125,2,190488,68031,13606,0,0,13606,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Birkelane,1380,SEN004001,SN0401,112826,2,84620,22565,4513,1128,0,5641,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Kaffrine,1396,SEN004002,SN0402,231495,2,175936,46299,6945,2315,0,9260,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Koungheul,1486,SEN004003,SN0403,182183,2,111132,45546,21862,3644,0,25506,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Malem Hodar,1497,SEN004005,SN0405,105519,2,72808,21104,10552,1055,0,11607,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Nioro Du Rip,25330,SEN005003,SN0503,391347,2,293510,78269,15654,3913,0,19567,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Kaolack,25329,SEN005002,SN0502,535898,2,396565,107180,26795,5359,0,32154,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Guinguineo,1395,SEN005001,SN0501,126292,2,90930,27784,6315,1263,0,7578,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Bakel,1379,SEN012001,SN1201,154210,2,100236,38552,12337,3084,0,15421,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Tambacounda,1649,SEN012004,SN1204,332218,3,136209,116276,66444,13289,0,79732,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Goudiry,1384,SEN012002,SN1202,127536,3,61217,38261,22956,5101,0,28058,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Koumpentoum,1488,SEN012003,SN1203,142624,2,68460,49918,24246,0,0,24246,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Fatick,25325,SEN003001,SN0301,373734,2,269088,82221,18687,3737,0,22424,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Foundiougne,25326,SEN003002,SN0302,307851,2,230888,61570,12314,3079,0,15393,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Gossas,1383,SEN003003,SN0303,105448,2,71705,26362,6327,1054,0,7381,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Bambey,25322,SEN002001,SN0201,328254,2,164127,131302,32825,0,0,32825,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Diourbel,25323,SEN002002,SN0202,293989,2,185213,88197,17639,2940,0,20579,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Mbacke,47596,SEN002003,SN0203,1019108,2,672611,285350,50955,10191,0,61146,projected,1,Sep-Dec,2016,3,Jun-Aug,2017,,,,,N
Senegal,217,SEN,SN,,Dakar,2636,SEN001,SN01,Rufisque,25321,SEN001004,SN0104,567826,1,476974,90852,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Bambey,25322,SEN002001,SN0201,349282,1,293397,55885,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Diourbel,25323,SEN002002,SN0202,312822,2,244001,62564,6256,0,0,6256,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Mbacke,47596,SEN002003,SN0203,1084393,1,921734,162659,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Fatick,25325,SEN003001,SN0301,399499,1,323594,71910,3995,0,0,3995,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Foundiougne,25326,SEN003002,SN0302,329074,1,279713,49361,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Gossas,1383,SEN003003,SN0303,112717,2,76648,29306,6763,0,0,6763,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Birkelane,1380,SEN004001,SN0401,121204,1,105447,14544,1212,0,0,1212,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Kaffrine,1396,SEN004002,SN0402,248685,1,206409,42276,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Koungheul,1486,SEN004003,SN0403,195712,1,162441,33271,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Malem Hodar,1497,SEN004005,SN0405,113355,2,83883,28339,1134,0,0,1134,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Guinguineo,1395,SEN005001,SN0501,134307,1,112818,18803,2686,0,0,2686,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Kaolack,25329,SEN005002,SN0502,569912,1,495823,68389,5699,0,0,5699,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Nioro Du Rip,25330,SEN005003,SN0503,416186,1,345434,66590,4162,0,0,4162,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Kedougou,1397,SEN006001,SN0601,92484,2,55490,32369,4624,0,0,4624,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Salemata,1510,SEN006002,SN0602,26042,2,13021,11198,1823,0,0,1823,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Saraya,1538,SEN006003,SN0603,59743,2,32261,23300,4182,0,0,4182,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Kolda,1408,SEN007001,SN0701,286695,2,172017,100343,14335,0,0,14335,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Medina Yoro Foulah,1499,SEN007002,SN0702,160933,1,130356,28968,1609,0,0,1609,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Velingara,25333,SEN007003,SN0703,324447,2,171957,129779,22711,0,0,22711,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Kebemer,25334,SEN008001,SN0801,297673,2,217301,77395,2977,0,0,2977,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Linguere,47594,SEN008002,SN0802,277928,1,233460,41689,2779,0,0,2779,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Louga,25336,SEN008003,SN0803,428801,2,304449,120064,4288,0,0,4288,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Matam,47588,SEN009,SN09,Kanel,47593,SEN009001,SN0901,288463,2,135578,106731,46154,0,0,46154,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Matam,47588,SEN009,SN09,Matam,47595,SEN009002,SN0902,329587,2,191160,98876,39550,0,0,39550,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Matam,47588,SEN009,SN09,Ranerou,47599,SEN009003,SN0903,62035,2,31018,21712,9305,0,0,9305,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Dagana,47590,SEN010001,SN1001,275483,2,214877,55097,5510,0,0,5510,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Podor,47598,SEN010002,SN1002,422581,2,283129,92968,46484,0,0,46484,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Saint Louis,47600,SEN010003,SN1003,337945,1,300771,37174,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Bounkiling,1381,SEN011001,SN1101,171809,1,140883,25771,5154,0,0,5154,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Goudomp,1394,SEN011002,SN1102,184234,1,162126,18423,3685,0,0,3685,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Sedhiou,1609,SEN011003,SN1103,178611,1,144675,28578,5358,0,0,5358,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Bakel,1379,SEN012001,SN1201,165520,2,120830,41380,3310,0,0,3310,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Goudiry,1384,SEN012002,SN1202,136890,2,91716,41067,4107,0,0,4107,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Koumpentoum,1488,SEN012003,SN1203,153083,1,130121,22962,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Tambacounda,1649,SEN012004,SN1204,356582,2,231778,114106,10697,0,0,10697,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Mbour,25343,SEN013001,SN1301,766432,1,651467,114965,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Thies,25344,SEN013002,SN1302,765213,1,650431,114782,0,0,0,0,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Tivaouane,25345,SEN013003,SN1303,518120,2,362684,145074,10362,0,0,10362,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Bignona,25346,SEN014001,SN1401,294912,1,262472,23593,8847,0,0,8847,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Oussouye,25347,SEN014002,SN1402,56438,1,48537,6773,1129,0,0,1129,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Ziguinchor,25348,SEN014003,SN1403,289904,1,243519,40587,5798,0,0,5798,current,1,Sep-Dec,2017,1,Sep-Dec,2017,,,,,Y
Senegal,217,SEN,SN,,Dakar,2636,SEN001,SN01,Rufisque,25321,SEN001004,SN0104,567826,1,465617,102209,0,0,0,0,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Bambey,25322,SEN002001,SN0201,349282,2,275933,69856,3493,0,0,3493,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Diourbel,25323,SEN002002,SN0202,312822,2,228360,78206,6256,0,0,6256,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Diourbel,47585,SEN002,SN02,Mbacke,47596,SEN002003,SN0203,1084393,1,889202,195191,0,0,0,0,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Fatick,25325,SEN003001,SN0301,399499,2,251684,119850,27965,0,0,27965,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Foundiougne,25326,SEN003002,SN0302,329074,2,243515,82268,3291,0,0,3291,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Fatick,47586,SEN003,SN03,Gossas,1383,SEN003003,SN0303,112717,2,71012,32688,9017,0,0,9017,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Birkelane,1380,SEN004001,SN0401,121204,2,92115,26665,2424,0,0,2424,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Kaffrine,1396,SEN004002,SN0402,248685,2,184027,59684,4974,0,0,4974,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Koungheul,1486,SEN004003,SN0403,195712,2,146784,45014,3914,0,0,3914,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kaffrine,1378,SEN004,SN04,Malem Hodar,1497,SEN004005,SN0405,113355,2,77081,34006,2267,0,0,2267,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Guinguineo,1395,SEN005001,SN0501,134307,2,95358,32234,6715,0,0,6715,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Kaolack,25329,SEN005002,SN0502,569912,2,427434,125381,17097,0,0,17097,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kaolack,1373,SEN005,SN05,Nioro Du Rip,25330,SEN005003,SN0503,416186,2,291330,108208,16647,0,0,16647,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Kedougou,1397,SEN006001,SN0601,92484,2,46242,38843,7399,0,0,7399,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Salemata,1510,SEN006002,SN0602,26042,2,9115,13021,3906,0,0,3906,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Saraya,1538,SEN006003,SN0603,59743,2,28079,26287,5377,0,0,5377,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Kolda,1408,SEN007001,SN0701,286695,2,151948,114678,20069,0,0,20069,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Medina Yoro Foulah,1499,SEN007002,SN0702,160933,2,109434,48280,3219,0,0,3219,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kolda,1375,SEN007,SN07,Velingara,25333,SEN007003,SN0703,324447,2,152490,146001,25956,0,0,25956,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Kebemer,25334,SEN008001,SN0801,297673,2,211348,83348,2977,0,0,2977,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Linguere,47594,SEN008002,SN0802,277928,2,202887,69482,5559,0,0,5559,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Louga,47587,SEN008,SN08,Louga,25336,SEN008003,SN0803,428801,2,295873,128640,4288,0,0,4288,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Matam,47588,SEN009,SN09,Kanel,47593,SEN009001,SN0901,288463,3,126924,86539,72116,2885,0,75000,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Matam,47588,SEN009,SN09,Matam,47595,SEN009002,SN0902,329587,3,121947,138427,69213,0,0,69213,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Matam,47588,SEN009,SN09,Ranerou,47599,SEN009003,SN0903,62035,3,21092,24814,15509,620,0,16129,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Dagana,47590,SEN010001,SN1001,275483,2,201103,60606,13774,0,0,13774,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Podor,47598,SEN010002,SN1002,422581,3,232420,105645,80290,4226,0,84516,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Saint Louis,47589,SEN010,SN10,Saint Louis,47600,SEN010003,SN1003,337945,2,263597,67589,6759,0,0,6759,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Bounkiling,1381,SEN011001,SN1101,171809,2,118548,42952,10309,0,0,10309,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Goudomp,1394,SEN011002,SN1102,184234,1,151072,23950,9212,0,0,9212,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Sedhiou,1376,SEN011,SN11,Sedhiou,1609,SEN011003,SN1103,178611,2,126814,41081,10717,0,0,10717,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Bakel,1379,SEN012001,SN1201,165520,2,100967,57932,6621,0,0,6621,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Goudiry,1384,SEN012002,SN1202,136890,2,75290,53387,8213,0,0,8213,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Koumpentoum,1488,SEN012003,SN1203,153083,2,111751,39802,1531,0,0,1531,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Tambacounda,1377,SEN012,SN12,Tambacounda,1649,SEN012004,SN1204,356582,2,196120,142633,17829,0,0,17829,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Mbour,25343,SEN013001,SN1301,766432,2,574824,191608,0,0,0,0,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Thies,25344,SEN013002,SN1302,765213,1,635127,122434,7652,0,0,7652,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Thies,2644,SEN013,SN13,Tivaouane,25345,SEN013003,SN1303,518120,2,357503,155436,5181,0,0,5181,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Bignona,25346,SEN014001,SN1401,294912,1,253624,29491,11796,0,0,11796,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Oussouye,25347,SEN014002,SN1402,56438,1,45715,8466,2258,0,0,2258,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Ziguinchor,2645,SEN014,SN14,Ziguinchor,25348,SEN014003,SN1403,289904,1,234822,46385,8697,0,0,8697,projected,1,Sep-Dec,2017,3,Jun-Aug,2018,,,,,N
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Salemata,1510,SEN006002,SN0602,26920,1,22074,4307,538,0,0,538,current,1,Sep-Dec,2018,1,Sep-Dec,2018,,,,,Y
Senegal,217,SEN,SN,,Kedougou,1374,SEN006,SN06,Kedougou,1397,SEN006001,SN0601,95599,1,81259,11472,2868,0,0,2868,current,1,Sep-Dec,2018,1,Sep-Dec,2018,,,,,Y
